日期,收盘,换手率,成交均价
2020-06-15,3954.99,0.0045000000000000005,1607.9876435458457
2020-06-16,4014.57,0.0038,1666.8299330352363
2020-06-17,4017.59,0.0036,1675.831304338044
2020-06-18,4044.38,0.004699999999999999,1521.4969243083046
2020-06-19,4098.71,0.0052,1670.8390034481881
2020-06-22,4102.05,0.0053,1663.3601259469117
2020-06-23,4121.79,0.0044,1816.972852291809
2020-06-24,4138.99,0.0042,1844.9337160911684
2020-06-29,4109.72,0.0045000000000000005,1730.9485519648888
2020-06-30,4163.96,0.0043,1809.968461296588
2020-07-01,4247.78,0.0058,1798.4056723749243
2020-07-02,4335.84,0.0086,1579.7126687384123
2020-07-03,4419.6,0.009899999999999999,1522.7436901127678
2020-07-06,4670.09,0.0139,1472.1716752846899
2020-07-07,4698.13,0.0139,1564.6338934145558
2020-07-08,4774.0,0.011899999999999999,1530.8484150249444
2020-07-09,4840.77,0.012,1585.8813759052944
2020-07-10,4753.13,0.0108,1610.577758429454
2020-07-13,4852.96,0.011000000000000001,1682.3030052609636
2020-07-14,4806.69,0.0102,1719.8480580724424
2020-07-15,4744.47,0.009300000000000001,1786.9603247828572
2020-07-16,4516.25,0.0097,1795.97804766769
2020-07-17,4544.7,0.0070999999999999995,1798.5431064823347
2020-07-20,4680.3,0.0084,1693.485841622864
2020-07-21,4691.04,0.0068000000000000005,1776.6566049778744
2020-07-22,4714.45,0.0077,1723.7833055006456
2020-07-23,4712.44,0.008,1729.1936533353432
2020-07-24,4505.59,0.0083,1794.6591807965654
2020-07-27,4528.45,0.0059,1761.1270430164057
2020-07-28,4568.26,0.005600000000000001,1799.0937346666815
2020-07-29,4679.01,0.0064,1877.0297803630906
2020-07-30,4656.15,0.005699999999999999,1940.5519793194328
2020-07-31,4695.05,0.0063,1899.595104706973
2020-08-03,4771.31,0.0073,1871.3188688592263
2020-08-04,4775.8,0.008199999999999999,1776.8991471802815
2020-08-05,4777.11,0.0067,1766.1762562340382
2020-08-06,4762.76,0.0078000000000000005,1774.4814098459058
2020-08-07,4707.93,0.0073,1859.5191589648725
